filename,line_total,line_covered,line_percent,branch_total,branch_covered,branch_percent,function_total,function_covered,function_percent
include/llvm/Remarks/RemarkStringTable.h,3,0,0.0,0,0,,3,0,0.0
include/llvm/Remarks/YAMLRemarkSerializer.h,11,0,0.0,0,0,,5,0,0.0
include/llvm/Support/AArch64TargetParser.def,97,0,0.0,172,0,0.0,0,0,
include/llvm/Support/AMDGPUMetadata.h,18,0,0.0,8,0,0.0,11,0,0.0
include/llvm/Support/ARMAttributeParser.h,2,0,0.0,0,0,,1,0,0.0
include/llvm/Support/ARMTargetParser.def,89,0,0.0,0,0,,0,0,
include/llvm/Support/ARMTargetParser.h,7,2,0.28600000000000003,0,0,,11,2,0.182
include/llvm/Support/ARMWinEH.h,21,0,0.0,34,0,0.0,7,0,0.0
include/llvm/Support/Alignment.h,68,33,0.485,30,8,0.267,68,14,0.20600000000000002
include/llvm/Support/Allocator.h,127,87,0.685,64,13,0.203,100,14,0.14
include/llvm/Support/AllocatorBase.h,14,14,1.0,0,0,,52,19,0.365
include/llvm/Support/AtomicOrdering.h,10,0,0.0,0,0,,5,0,0.0
include/llvm/Support/BinaryByteStream.h,95,0,0.0,20,0,0.0,41,0,0.0
include/llvm/Support/BinaryItemStream.h,42,0,0.0,18,0,0.0,8,0,0.0
include/llvm/Support/BinaryStream.h,16,0,0.0,8,0,0.0,6,0,0.0
include/llvm/Support/BinaryStreamArray.h,109,0,0.0,48,0,0.0,262,0,0.0
include/llvm/Support/BinaryStreamReader.h,55,0,0.0,22,0,0.0,76,0,0.0
include/llvm/Support/BinaryStreamRef.h,75,0,0.0,34,0,0.0,43,0,0.0
include/llvm/Support/BinaryStreamWriter.h,21,0,0.0,4,0,0.0,46,0,0.0
include/llvm/Support/BlockFrequency.h,6,0,0.0,0,0,,4,0,0.0
include/llvm/Support/BranchProbability.h,41,2,0.049,24,0,0.0,20,2,0.1
include/llvm/Support/CFGDiff.h,69,4,0.057999999999999996,30,0,0.0,21,2,0.095
include/llvm/Support/CFGUpdate.h,40,0,0.0,24,0,0.0,9,0,0.0
include/llvm/Support/COM.h,1,0,0.0,0,0,,1,0,0.0
include/llvm/Support/CRC.h,2,0,0.0,0,0,,2,0,0.0
include/llvm/Support/CSKYTargetParser.def,146,0,0.0,0,0,,0,0,
include/llvm/Support/CSKYTargetParser.h,4,0,0.0,0,0,,4,0,0.0
include/llvm/Support/Caching.h,3,0,0.0,0,0,,2,0,0.0
include/llvm/Support/Casting.h,86,35,0.40700000000000003,53,11,0.20800000000000002,8174,234,0.028999999999999998
include/llvm/Support/CheckedArithmetic.h,11,0,0.0,4,0,0.0,3,0,0.0
include/llvm/Support/Chrono.h,8,0,0.0,0,0,,3,0,0.0
include/llvm/Support/CodeGenCoverage.h,1,0,0.0,0,0,,1,0,0.0
include/llvm/Support/CommandLine.h,387,204,0.527,65,14,0.215,2019,943,0.467
include/llvm/Support/CrashRecoveryContext.h,1,0,0.0,0,0,,1,0,0.0
include/llvm/Support/DJB.h,4,4,1.0,2,2,1.0,1,1,1.0
include/llvm/Support/DOTGraphTraits.h,31,0,0.0,0,0,,64,0,0.0
include/llvm/Support/DataExtractor.h,53,0,0.0,8,0,0.0,35,0,0.0
include/llvm/Support/DebugCounter.h,33,7,0.212,10,0,0.0,9,2,0.222
include/llvm/Support/Discriminator.h,29,0,0.0,22,0,0.0,9,0,0.0
include/llvm/Support/Duration.h,1,0,0.0,0,0,,1,0,0.0
include/llvm/Support/DynamicLibrary.h,4,0,0.0,0,0,,3,0,0.0
include/llvm/Support/ELFAttributeParser.h,13,0,0.0,4,0,0.0,4,0,0.0
include/llvm/Support/Endian.h,111,64,0.5770000000000001,16,10,0.625,128,13,0.102
include/llvm/Support/EndianStream.h,15,0,0.0,2,0,0.0,26,0,0.0
include/llvm/Support/Errc.h,2,0,0.0,0,0,,1,0,0.0
include/llvm/Support/Errno.h,6,0,0.0,0,0,,0,0,
include/llvm/Support/Error.h,333,175,0.526,110,33,0.3,3503,185,0.053
include/llvm/Support/ErrorOr.h,50,0,0.0,12,0,0.0,230,0,0.0
include/llvm/Support/ExtensibleRTTI.h,3,0,0.0,0,0,,2,0,0.0
include/llvm/Support/FileCollector.h,9,0,0.0,4,0,0.0,4,0,0.0
include/llvm/Support/FileOutputBuffer.h,3,0,0.0,0,0,,3,0,0.0
include/llvm/Support/FileSystem.h,100,10,0.1,22,0,0.0,47,4,0.085
include/llvm/Support/FileSystem/UniqueID.h,4,0,0.0,4,0,0.0,3,0,0.0
include/llvm/Support/FileUtilities.h,10,0,0.0,2,0,0.0,5,0,0.0
include/llvm/Support/Format.h,46,0,0.0,12,0,0.0,360,0,0.0
include/llvm/Support/FormatAdapters.h,16,1,0.062,2,0,0.0,10,1,0.1
include/llvm/Support/FormatCommon.h,31,6,0.19399999999999998,9,1,0.111,3,2,0.667
include/llvm/Support/FormatProviders.h,105,6,0.057,86,2,0.023,20,1,0.05
include/llvm/Support/FormatVariadic.h,43,34,0.7909999999999999,8,6,0.75,176,13,0.07400000000000001
include/llvm/Support/FormatVariadicDetails.h,14,9,0.643,0,0,,99,6,0.061
include/llvm/Support/FormattedStream.h,36,0,0.0,6,0,0.0,10,0,0.0
include/llvm/Support/GenericDomTree.h,360,18,0.05,210,1,0.005,120,6,0.05
include/llvm/Support/GenericDomTreeConstruction.h,698,68,0.09699999999999999,790,22,0.027999999999999997,115,11,0.096
include/llvm/Support/GenericIteratedDominanceFrontier.h,44,0,0.0,28,0,0.0,5,0,0.0
include/llvm/Support/GraphWriter.h,179,0,0.0,144,0,0.0,100,0,0.0
include/llvm/Support/HashBuilder.h,28,28,1.0,0,0,,13,13,1.0
include/llvm/Support/InitLLVM.h,3,0,0.0,0,0,,1,0,0.0
include/llvm/Support/InstructionCost.h,45,0,0.0,18,0,0.0,16,0,0.0
include/llvm/Support/JSON.h,188,0,0.0,69,0,0.0,101,0,0.0
include/llvm/Support/KnownBits.h,114,0,0.0,34,0,0.0,43,0,0.0
include/llvm/Support/LEB128.h,125,0,0.0,114,0,0.0,6,0,0.0
include/llvm/Support/LineIterator.h,12,0,0.0,0,0,,7,0,0.0
include/llvm/Support/LockFileManager.h,3,0,0.0,0,0,,1,0,0.0
include/llvm/Support/LowLevelTypeImpl.h,99,0,0.0,76,0,0.0,23,0,0.0
include/llvm/Support/MD5.h,8,0,0.0,0,0,,3,0,0.0
include/llvm/Support/MachineValueType.h,193,0,0.0,118,0,0.0,25,0,0.0
include/llvm/Support/ManagedStatic.h,11,7,0.636,4,2,0.5,126,29,0.23
include/llvm/Support/MathExtras.h,226,133,0.588,134,59,0.44,78,46,0.59
include/llvm/Support/MemAlloc.h,21,12,0.5710000000000001,14,3,0.214,3,3,1.0
include/llvm/Support/Memory.h,8,0,0.0,2,0,0.0,6,0,0.0
include/llvm/Support/MemoryBuffer.h,18,2,0.111,0,0,,15,2,0.133
include/llvm/Support/MemoryBufferRef.h,8,6,0.75,0,0,,7,5,0.7140000000000001
include/llvm/Support/Mutex.h,13,8,0.615,6,2,0.33299999999999996,4,2,0.5
include/llvm/Support/OnDiskHashTable.h,177,0,0.0,50,0,0.0,77,0,0.0
include/llvm/Support/OptimizedStructLayout.h,5,0,0.0,2,0,0.0,2,0,0.0
include/llvm/Support/Parallel.h,78,0,0.0,38,0,0.0,18,0,0.0
include/llvm/Support/Path.h,9,6,0.667,4,2,0.5,4,3,0.75
include/llvm/Support/PointerLikeTypeTraits.h,10,9,0.9,0,0,,268,75,0.28
include/llvm/Support/PrettyStackTrace.h,4,0,0.0,0,0,,2,0,0.0
include/llvm/Support/Printable.h,5,0,0.0,0,0,,2,0,0.0
include/llvm/Support/Process.h,5,0,0.0,2,0,0.0,1,0,0.0
include/llvm/Support/RISCVAttributeParser.h,2,0,0.0,0,0,,1,0,0.0
include/llvm/Support/RISCVISAInfo.h,4,0,0.0,0,0,,2,0,0.0
include/llvm/Support/RISCVTargetParser.def,22,0,0.0,6,0,0.0,0,0,
include/llvm/Support/RWMutex.h,27,0,0.0,14,0,0.0,4,0,0.0
include/llvm/Support/Recycler.h,17,13,0.765,4,2,0.5,24,7,0.292
include/llvm/Support/RecyclingAllocator.h,3,3,1.0,0,0,,21,5,0.23800000000000002
include/llvm/Support/Regex.h,5,0,0.0,0,0,,2,0,0.0
include/llvm/Support/Registry.h,16,0,0.0,0,0,,20,0,0.0
include/llvm/Support/ReverseIteration.h,2,2,1.0,0,0,,36,4,0.111
include/llvm/Support/SHA1.h,1,1,1.0,0,0,,1,1,1.0
include/llvm/Support/SHA256.h,1,0,0.0,0,0,,1,0,0.0
include/llvm/Support/SMLoc.h,14,6,0.429,2,0,0.0,10,3,0.3
include/llvm/Support/SaveAndRestore.h,6,4,0.667,0,0,,14,2,0.14300000000000002
include/llvm/Support/ScaledNumber.h,224,0,0.0,132,0,0.0,59,0,0.0
include/llvm/Support/ScopedPrinter.h,333,0,0.0,100,0,0.0,172,0,0.0
include/llvm/Support/Signposts.h,1,0,0.0,0,0,,1,0,0.0
include/llvm/Support/SmallVectorMemoryBuffer.h,12,0,0.0,2,0,0.0,5,0,0.0
include/llvm/Support/SourceMgr.h,52,9,0.17300000000000001,16,0,0.0,29,4,0.138
include/llvm/Support/SpecialCaseList.h,3,0,0.0,0,0,,3,0,0.0
include/llvm/Support/StringSaver.h,3,2,0.667,0,0,,3,2,0.667
include/llvm/Support/SuffixTree.h,45,0,0.0,20,0,0.0,12,0,0.0
include/llvm/Support/SwapByteOrder.h,25,8,0.32,0,0,,25,3,0.12
include/llvm/Support/SymbolRemappingReader.h,12,0,0.0,0,0,,7,0,0.0
include/llvm/Support/ThreadLocal.h,3,0,0.0,0,0,,6,0,0.0
include/llvm/Support/ThreadPool.h,1,0,0.0,4,0,0.0,1,0,0.0
include/llvm/Support/Threading.h,6,0,0.0,0,0,,2,0,0.0
include/llvm/Support/TimeProfiler.h,9,0,0.0,6,0,0.0,3,0,0.0
include/llvm/Support/Timer.h,40,0,0.0,4,0,0.0,22,0,0.0
include/llvm/Support/ToolOutputFile.h,2,0,0.0,0,0,,2,0,0.0
include/llvm/Support/TrailingObjects.h,39,0,0.0,4,0,0.0,118,0,0.0
include/llvm/Support/TypeName.h,8,0,0.0,4,0,0.0,2,0,0.0
include/llvm/Support/TypeSize.h,95,0,0.0,46,0,0.0,58,0,0.0
include/llvm/Support/UnicodeCharRanges.h,26,0,0.0,60,0,0.0,5,0,0.0
include/llvm/Support/VersionTuple.h,46,27,0.5870000000000001,24,6,0.25,16,10,0.625
include/llvm/Support/VirtualFileSystem.h,129,1,0.008,43,0,0.0,70,1,0.013999999999999999
include/llvm/Support/WithColor.h,11,11,1.0,0,0,,6,3,0.5
include/llvm/Support/X86TargetParser.def,38,0,0.0,0,0,,0,0,
include/llvm/Support/YAMLParser.h,100,0,0.0,46,0,0.0,53,0,0.0
include/llvm/Support/YAMLTraits.h,325,0,0.0,262,0,0.0,274,0,0.0
include/llvm/Support/circular_raw_ostream.h,33,21,0.636,12,5,0.41700000000000004,7,4,0.5710000000000001
include/llvm/Support/raw_os_ostream.h,1,1,1.0,0,0,,1,1,1.0
include/llvm/Support/raw_ostream.h,98,54,0.551,22,9,0.409,57,22,0.386
include/llvm/Support/thread.h,28,0,0.0,4,0,0.0,15,0,0.0
include/llvm/TableGen/DirectiveEmitter.h,78,0,0.0,4,0,0.0,39,0,0.0
include/llvm/TableGen/Record.h,503,0,0.0,167,0,0.0,248,0,0.0
include/llvm/TableGen/SetTheory.h,5,0,0.0,2,0,0.0,3,0,0.0
include/llvm/TableGen/StringMatcher.h,2,0,0.0,0,0,,1,0,0.0
include/llvm/TableGen/StringToOffsetTable.h,45,0,0.0,24,0,0.0,4,0,0.0
include/llvm/Testing/Support/Error.h,2,2,1.0,4,0,0.0,16,10,0.625
include/llvm/Testing/Support/SupportHelpers.h,11,1,0.091,6,0,0.0,2,1,0.5
include/llvm/TextAPI/Architecture.def,15,0,0.0,60,0,0.0,0,0,
include/llvm/TextAPI/ArchitectureSet.h,42,0,0.0,18,0,0.0,27,0,0.0
include/llvm/TextAPI/InterfaceFile.h,88,0,0.0,14,0,0.0,50,0,0.0
include/llvm/TextAPI/PackedVersion.h,11,0,0.0,0,0,,8,0,0.0
include/llvm/TextAPI/Symbol.h,23,0,0.0,0,0,,13,0,0.0
include/llvm/TextAPI/Target.h,6,0,0.0,0,0,,3,0,0.0
lib/Analysis/AliasAnalysis.cpp,498,0,0.0,335,0,0.0,56,0,0.0
lib/Analysis/AliasAnalysisEvaluator.cpp,282,0,0.0,121,0,0.0,16,0,0.0
lib/Analysis/AliasAnalysisSummary.cpp,46,0,0.0,26,0,0.0,15,0,0.0
lib/Analysis/AliasAnalysisSummary.h,36,0,0.0,32,0,0.0,12,0,0.0
lib/Analysis/AliasSetTracker.cpp,400,0,0.0,287,0,0.0,42,0,0.0
lib/Analysis/Analysis.cpp,98,0,0.0,20,0,0.0,7,0,0.0
lib/Analysis/AssumeBundleQueries.cpp,114,0,0.0,92,0,0.0,14,0,0.0
lib/Analysis/AssumptionCache.cpp,160,0,0.0,146,0,0.0,21,0,0.0
lib/Analysis/BasicAliasAnalysis.cpp,859,0,0.0,816,0,0.0,58,0,0.0
lib/Analysis/BlockFrequencyInfo.cpp,120,0,0.0,54,0,0.0,38,0,0.0
lib/Analysis/BlockFrequencyInfoImpl.cpp,394,0,0.0,400,0,0.0,52,0,0.0
lib/Analysis/BranchProbabilityInfo.cpp,607,0,0.0,551,0,0.0,53,0,0.0
lib/Analysis/CFG.cpp,127,0,0.0,136,0,0.0,8,0,0.0
lib/Analysis/CFGPrinter.cpp,150,0,0.0,82,0,0.0,40,0,0.0
lib/Analysis/CFLAndersAliasAnalysis.cpp,366,0,0.0,240,0,0.0,50,0,0.0
lib/Analysis/CFLGraph.h,285,0,0.0,172,0,0.0,96,0,0.0
lib/Analysis/CFLSteensAliasAnalysis.cpp,158,0,0.0,108,0,0.0,22,0,0.0
lib/Analysis/CGSCCPassManager.cpp,460,0,0.0,448,0,0.0,18,0,0.0
lib/Analysis/CallGraph.cpp,177,0,0.0,114,0,0.0,36,0,0.0
lib/Analysis/CallGraphSCCPass.cpp,302,0,0.0,270,0,0.0,30,0,0.0
lib/Analysis/CallPrinter.cpp,140,0,0.0,52,0,0.0,35,0,0.0
lib/Analysis/CaptureTracking.cpp,201,0,0.0,161,0,0.0,22,0,0.0
lib/Analysis/CmpInstAnalysis.cpp,98,0,0.0,77,0,0.0,5,0,0.0
lib/Analysis/CodeMetrics.cpp,82,0,0.0,96,0,0.0,6,0,0.0
lib/Analysis/ConstantFolding.cpp,1747,0,0.0,1812,0,0.0,50,0,0.0
lib/Analysis/ConstraintSystem.cpp,86,0,0.0,94,0,0.0,8,0,0.0
lib/Analysis/CostModel.cpp,35,0,0.0,16,0,0.0,8,0,0.0
lib/Analysis/CycleAnalysis.cpp,26,0,0.0,0,0,,10,0,0.0
lib/Analysis/DDG.cpp,166,0,0.0,113,0,0.0,25,0,0.0
lib/Analysis/DDGPrinter.cpp,75,0,0.0,36,0,0.0,9,0,0.0
lib/Analysis/Delinearization.cpp,248,0,0.0,218,0,0.0,36,0,0.0
lib/Analysis/DemandedBits.cpp,316,0,0.0,201,0,0.0,23,0,0.0
lib/Analysis/DependenceAnalysis.cpp,2134,0,0.0,2790,0,0.0,102,0,0.0
lib/Analysis/DependenceGraphBuilder.cpp,224,0,0.0,254,0,0.0,16,0,0.0
lib/Analysis/DivergenceAnalysis.cpp,177,0,0.0,172,0,0.0,20,0,0.0
lib/Analysis/DomPrinter.cpp,87,0,0.0,4,0,0.0,46,0,0.0
lib/Analysis/DomTreeUpdater.cpp,243,0,0.0,180,0,0.0,23,0,0.0
lib/Analysis/DominanceFrontier.cpp,33,0,0.0,6,0,0.0,12,0,0.0
lib/Analysis/EHPersonalities.cpp,73,0,0.0,55,0,0.0,5,0,0.0
lib/Analysis/FunctionPropertiesAnalysis.cpp,44,0,0.0,28,0,0.0,4,0,0.0
lib/Analysis/GlobalsModRef.cpp,494,0,0.0,454,0,0.0,49,0,0.0
lib/Analysis/GuardUtils.cpp,51,0,0.0,38,0,0.0,5,0,0.0
lib/Analysis/HeatUtils.cpp,26,0,0.0,18,0,0.0,4,0,0.0
lib/Analysis/IRSimilarityIdentifier.cpp,561,0,0.0,346,0,0.0,48,0,0.0
lib/Analysis/IVDescriptors.cpp,721,0,0.0,882,0,0.0,30,0,0.0
lib/Analysis/IVUsers.cpp,170,0,0.0,142,0,0.0,24,0,0.0
lib/Analysis/ImportedFunctionsInliningStatistics.cpp,117,0,0.0,48,0,0.0,9,0,0.0
lib/Analysis/IndirectCallPromotionAnalysis.cpp,26,0,0.0,34,0,0.0,4,0,0.0
lib/Analysis/InlineAdvisor.cpp,283,0,0.0,154,0,0.0,47,0,0.0
lib/Analysis/InlineCost.cpp,1305,0,0.0,929,0,0.0,168,0,0.0
lib/Analysis/InlineSizeEstimatorAnalysis.cpp,9,0,0.0,0,0,,4,0,0.0
lib/Analysis/InstCount.cpp,17,0,0.0,12,0,0.0,10,0,0.0
lib/Analysis/InstructionPrecedenceTracking.cpp,54,0,0.0,42,0,0.0,12,0,0.0
lib/Analysis/InstructionSimplify.cpp,3344,0,0.0,4297,0,0.0,174,0,0.0
lib/Analysis/Interval.cpp,11,0,0.0,6,0,0.0,1,0,0.0
lib/Analysis/IntervalPartition.cpp,42,0,0.0,28,0,0.0,9,0,0.0
lib/Analysis/LazyBlockFrequencyInfo.cpp,27,0,0.0,0,0,,9,0,0.0
lib/Analysis/LazyBranchProbabilityInfo.cpp,28,0,0.0,0,0,,9,0,0.0
lib/Analysis/LazyCallGraph.cpp,856,0,0.0,631,0,0.0,79,0,0.0
lib/Analysis/LazyValueInfo.cpp,887,0,0.0,811,0,0.0,95,0,0.0
lib/Analysis/LegacyDivergenceAnalysis.cpp,143,0,0.0,120,0,0.0,18,0,0.0
lib/Analysis/Lint.cpp,321,0,0.0,316,0,0.0,47,0,0.0
lib/Analysis/Loads.cpp,290,0,0.0,282,0,0.0,16,0,0.0
lib/Analysis/LoopAccessAnalysis.cpp,1047,0,0.0,1046,0,0.0,76,0,0.0
lib/Analysis/LoopAnalysisManager.cpp,45,0,0.0,38,0,0.0,3,0,0.0
lib/Analysis/LoopCacheAnalysis.cpp,310,0,0.0,428,0,0.0,27,0,0.0
lib/Analysis/LoopInfo.cpp,609,0,0.0,512,0,0.0,70,0,0.0
lib/Analysis/LoopNestAnalysis.cpp,214,0,0.0,269,0,0.0,23,0,0.0
lib/Analysis/LoopPass.cpp,155,0,0.0,106,0,0.0,20,0,0.0
lib/Analysis/LoopUnrollAnalyzer.cpp,110,0,0.0,88,0,0.0,7,0,0.0
lib/Analysis/MLInlineAdvisor.cpp,192,0,0.0,104,0,0.0,23,0,0.0
lib/Analysis/MemDepPrinter.cpp,70,0,0.0,40,0,0.0,9,0,0.0
lib/Analysis/MemDerefPrinter.cpp,52,0,0.0,24,0,0.0,9,0,0.0
lib/Analysis/MemoryBuiltins.cpp,579,0,0.0,426,0,0.0,70,0,0.0
lib/Analysis/MemoryDependenceAnalysis.cpp,782,0,0.0,714,0,0.0,34,0,0.0
lib/Analysis/MemoryLocation.cpp,165,0,0.0,130,0,0.0,15,0,0.0
lib/Analysis/MemorySSA.cpp,1098,0,0.0,839,0,0.0,184,0,0.0
lib/Analysis/MemorySSAUpdater.cpp,730,0,0.0,577,0,0.0,52,0,0.0
lib/Analysis/ModuleDebugInfoPrinter.cpp,70,0,0.0,32,0,0.0,11,0,0.0
lib/Analysis/ModuleSummaryAnalysis.cpp,473,0,0.0,295,0,0.0,38,0,0.0
lib/Analysis/MustExecute.cpp,428,0,0.0,420,0,0.0,54,0,0.0
lib/Analysis/ObjCARCAliasAnalysis.cpp,62,0,0.0,24,0,0.0,12,0,0.0
lib/Analysis/ObjCARCAnalysisUtils.cpp,9,0,0.0,8,0,0.0,1,0,0.0
lib/Analysis/ObjCARCInstKind.cpp,229,0,0.0,112,0,0.0,16,0,0.0
lib/Analysis/OptimizationRemarkEmitter.cpp,69,0,0.0,28,0,0.0,11,0,0.0
lib/Analysis/OverflowInstAnalysis.cpp,29,0,0.0,34,0,0.0,3,0,0.0
lib/Analysis/PHITransAddr.cpp,197,0,0.0,208,0,0.0,10,0,0.0
lib/Analysis/PhiValues.cpp,109,0,0.0,70,0,0.0,16,0,0.0
lib/Analysis/PostDominators.cpp,38,0,0.0,28,0,0.0,12,0,0.0
lib/Analysis/ProfileSummaryInfo.cpp,204,0,0.0,214,0,0.0,39,0,0.0
lib/Analysis/PtrUseVisitor.cpp,15,0,0.0,8,0,0.0,2,0,0.0
lib/Analysis/RegionInfo.cpp,66,0,0.0,8,0,0.0,20,0,0.0
lib/Analysis/RegionPass.cpp,113,0,0.0,86,0,0.0,14,0,0.0
lib/Analysis/RegionPrinter.cpp,103,0,0.0,44,0,0.0,31,0,0.0
lib/Analysis/ReplayInlineAdvisor.cpp,67,0,0.0,50,0,0.0,3,0,0.0
lib/Analysis/ScalarEvolution.cpp,7169,0,0.0,6121,0,0.0,503,0,0.0
lib/Analysis/ScalarEvolutionAliasAnalysis.cpp,70,0,0.0,86,0,0.0,11,0,0.0
lib/Analysis/ScalarEvolutionDivision.cpp,129,0,0.0,66,0,0.0,10,0,0.0
lib/Analysis/ScalarEvolutionNormalization.cpp,28,0,0.0,10,0,0.0,8,0,0.0
lib/Analysis/ScopedNoAliasAA.cpp,68,0,0.0,40,0,0.0,13,0,0.0
lib/Analysis/StackLifetime.cpp,232,0,0.0,157,0,0.0,21,0,0.0
lib/Analysis/StackSafetyAnalysis.cpp,641,0,0.0,468,0,0.0,84,0,0.0
lib/Analysis/StratifiedSets.h,240,0,0.0,132,0,0.0,46,0,0.0
lib/Analysis/SyncDependenceAnalysis.cpp,165,0,0.0,142,0,0.0,13,0,0.0
lib/Analysis/SyntheticCountsUtils.cpp,31,0,0.0,22,0,0.0,4,0,0.0
lib/Analysis/TargetLibraryInfo.cpp,1127,0,0.0,1132,0,0.0,34,0,0.0
lib/Analysis/TargetTransformInfo.cpp,533,0,0.0,171,0,0.0,171,0,0.0
lib/Analysis/Trace.cpp,14,0,0.0,2,0,0.0,4,0,0.0
lib/Analysis/TypeBasedAliasAnalysis.cpp,341,0,0.0,240,0,0.0,51,0,0.0
lib/Analysis/TypeMetadataUtils.cpp,109,0,0.0,103,0,0.0,7,0,0.0
lib/Analysis/VFABIDemangling.cpp,200,0,0.0,124,0,0.0,16,0,0.0
lib/Analysis/ValueLattice.cpp,16,0,0.0,12,0,0.0,1,0,0.0
lib/Analysis/ValueLatticeUtils.cpp,16,0,0.0,30,0,0.0,4,0,0.0
lib/Analysis/ValueTracking.cpp,3738,0,0.0,3593,0,0.0,176,0,0.0
lib/Analysis/VectorUtils.cpp,752,0,0.0,732,0,0.0,46,0,0.0
lib/AsmParser/LLLexer.cpp,793,424,0.535,1205,436,0.36200000000000004,28,8,0.28600000000000003
lib/AsmParser/LLParser.cpp,5601,360,0.064,5143,163,0.032,411,38,0.092
lib/AsmParser/Parser.cpp,93,18,0.19399999999999998,22,2,0.091,18,4,0.222
lib/BinaryFormat/AMDGPUMetadataVerifier.cpp,215,0,0.0,102,0,0.0,30,0,0.0
lib/BinaryFormat/COFF.cpp,20,0,0.0,14,0,0.0,2,0,0.0
lib/BinaryFormat/Dwarf.cpp,406,0,0.0,2438,0,0.0,59,0,0.0
lib/BinaryFormat/ELF.cpp,546,0,0.0,180,0,0.0,2,0,0.0
lib/BinaryFormat/MachO.cpp,72,0,0.0,78,0,0.0,7,0,0.0
lib/BinaryFormat/Magic.cpp,154,0,0.0,148,0,0.0,8,0,0.0
lib/BinaryFormat/MsgPackDocument.cpp,177,0,0.0,80,0,0.0,19,0,0.0
lib/BinaryFormat/MsgPackDocumentYAML.cpp,134,0,0.0,93,0,0.0,17,0,0.0
lib/BinaryFormat/MsgPackReader.cpp,185,0,0.0,64,0,0.0,21,0,0.0
lib/BinaryFormat/MsgPackWriter.cpp,128,0,0.0,64,0,0.0,11,0,0.0
lib/BinaryFormat/Wasm.cpp,25,0,0.0,36,0,0.0,3,0,0.0
lib/BinaryFormat/XCOFF.cpp,176,0,0.0,130,0,0.0,7,0,0.0
lib/Bitcode/Reader/BitReader.cpp,60,0,0.0,12,0,0.0,10,0,0.0
lib/Bitcode/Reader/BitcodeAnalyzer.cpp,734,0,0.0,551,0,0.0,14,0,0.0
lib/Bitcode/Reader/BitcodeReader.cpp,4805,630,0.131,3224,288,0.08900000000000001,148,48,0.324
lib/Bitcode/Reader/MetadataLoader.cpp,1276,67,0.053,977,13,0.013000000000000001,73,23,0.315
lib/Bitcode/Reader/MetadataLoader.h,3,1,0.33299999999999996,0,0,,3,1,0.33299999999999996
lib/Bitcode/Reader/ValueList.cpp,92,0,0.0,66,0,0.0,8,0,0.0
lib/Bitcode/Reader/ValueList.h,24,19,0.792,8,3,0.375,9,7,0.778
lib/Bitcode/Writer/BitWriter.cpp,18,0,0.0,2,0,0.0,4,0,0.0
lib/Bitcode/Writer/BitcodeWriter.cpp,3004,527,0.175,1226,131,0.107,153,44,0.28800000000000003
lib/Bitcode/Writer/BitcodeWriterPass.cpp,30,0,0.0,6,0,0.0,10,0,0.0
lib/Bitcode/Writer/ValueEnumerator.cpp,638,134,0.21,548,70,0.128,53,14,0.264
lib/Bitcode/Writer/ValueEnumerator.h,47,21,0.447,20,2,0.1,21,12,0.5710000000000001
lib/Bitstream/Reader/BitstreamReader.cpp,316,150,0.475,229,88,0.384,7,5,0.7140000000000001
lib/DebugInfo/CodeView/AppendingTypeTableBuilder.cpp,48,0,0.0,18,0,0.0,15,0,0.0
lib/DebugInfo/CodeView/CVSymbolVisitor.cpp,36,0,0.0,75,0,0.0,46,0,0.0
lib/DebugInfo/CodeView/CVTypeVisitor.cpp,109,0,0.0,85,0,0.0,55,0,0.0
lib/DebugInfo/CodeView/CodeViewError.cpp,18,0,0.0,7,0,0.0,3,0,0.0
lib/DebugInfo/CodeView/CodeViewRecordIO.cpp,244,0,0.0,168,0,0.0,18,0,0.0
lib/DebugInfo/CodeView/ContinuationRecordBuilder.cpp,92,0,0.0,46,0,0.0,19,0,0.0
lib/DebugInfo/CodeView/DebugChecksumsSubsection.cpp,52,0,0.0,20,0,0.0,8,0,0.0
lib/DebugInfo/CodeView/DebugCrossExSubsection.cpp,20,0,0.0,8,0,0.0,5,0,0.0
lib/DebugInfo/CodeView/DebugCrossImpSubsection.cpp,46,0,0.0,20,0,0.0,7,0,0.0
lib/DebugInfo/CodeView/DebugFrameDataSubsection.cpp,31,0,0.0,16,0,0.0,6,0,0.0
lib/DebugInfo/CodeView/DebugInlineeLinesSubsection.cpp,62,0,0.0,32,0,0.0,9,0,0.0
lib/DebugInfo/CodeView/DebugLinesSubsection.cpp,89,0,0.0,44,0,0.0,14,0,0.0
lib/DebugInfo/CodeView/DebugStringTableSubsection.cpp,55,0,0.0,20,0,0.0,12,0,0.0
lib/DebugInfo/CodeView/DebugSubsectionRecord.cpp,42,0,0.0,26,0,0.0,9,0,0.0
lib/DebugInfo/CodeView/DebugSubsectionVisitor.cpp,51,0,0.0,28,0,0.0,1,0,0.0
lib/DebugInfo/CodeView/DebugSymbolRVASubsection.cpp,10,0,0.0,0,0,,5,0,0.0
lib/DebugInfo/CodeView/DebugSymbolsSubsection.cpp,12,0,0.0,4,0,0.0,4,0,0.0
lib/DebugInfo/CodeView/EnumTables.cpp,62,0,0.0,4,0,0.0,29,0,0.0
lib/DebugInfo/CodeView/Formatters.cpp,17,0,0.0,2,0,0.0,4,0,0.0
lib/DebugInfo/CodeView/GlobalTypeTableBuilder.cpp,64,0,0.0,26,0,0.0,17,0,0.0
