File Name,Assert Count
test\Instrumentation\AddressSanitizer\asan-masked-load-store.ll,0
test\Instrumentation\AddressSanitizer\asan-vs-gvn.ll,4
test\Instrumentation\AddressSanitizer\asan_address_space_attr.ll,0
test\Instrumentation\AddressSanitizer\basic-msvc64.ll,2
test\Instrumentation\AddressSanitizer\basic-myriad.ll,4
test\Instrumentation\AddressSanitizer\basic.ll,11
test\Instrumentation\AddressSanitizer\debug-info-global-var.ll,0
test\Instrumentation\AddressSanitizer\debug_info.ll,0
test\Instrumentation\AddressSanitizer\debug_info_noninstrumented_alloca.ll,0
test\Instrumentation\AddressSanitizer\debug_info_noninstrumented_alloca2.ll,0
test\Instrumentation\AddressSanitizer\do-not-instrument-globals-darwin.ll,0
test\Instrumentation\AddressSanitizer\do-not-instrument-globals-linux.ll,0
test\Instrumentation\AddressSanitizer\do-not-instrument-internal-globals.ll,0
test\Instrumentation\AddressSanitizer\do-not-instrument-profiling-globals.ll,0
test\Instrumentation\AddressSanitizer\do-not-instrument-promotable-allocas.ll,1
test\Instrumentation\AddressSanitizer\do-not-instrument-sanitizers.ll,0
test\Instrumentation\AddressSanitizer\do-not-touch-comdat-global.ll,0
test\Instrumentation\AddressSanitizer\do-not-touch-odr-global.ll,0
test\Instrumentation\AddressSanitizer\do-not-touch-threadlocal.ll,0
test\Instrumentation\AddressSanitizer\dynamic-shadow-darwin.ll,2
test\Instrumentation\AddressSanitizer\experiment-call.ll,0
test\Instrumentation\AddressSanitizer\experiment.ll,0
test\Instrumentation\AddressSanitizer\force-dynamic-shadow.ll,2
test\Instrumentation\AddressSanitizer\freebsd.ll,0
test\Instrumentation\AddressSanitizer\global_cstring_darwin.ll,0
test\Instrumentation\AddressSanitizer\global_lto_merge.ll,0
test\Instrumentation\AddressSanitizer\global_metadata.ll,0
test\Instrumentation\AddressSanitizer\global_metadata_array.ll,0
test\Instrumentation\AddressSanitizer\global_metadata_bitcasts.ll,0
test\Instrumentation\AddressSanitizer\global_metadata_darwin.ll,0
test\Instrumentation\AddressSanitizer\global_metadata_external_comdat.ll,0
test\Instrumentation\AddressSanitizer\global_metadata_windows.ll,0
test\Instrumentation\AddressSanitizer\instrument-dynamic-allocas.ll,0
test\Instrumentation\AddressSanitizer\instrument-no-return.ll,0
test\Instrumentation\AddressSanitizer\instrument-stack.ll,0
test\Instrumentation\AddressSanitizer\instrumentation-with-call-threshold.ll,1
test\Instrumentation\AddressSanitizer\instrument_global.ll,0
test\Instrumentation\AddressSanitizer\instrument_initializer_metadata.ll,0
test\Instrumentation\AddressSanitizer\instrument_load_then_store.ll,0
test\Instrumentation\AddressSanitizer\keep_going.ll,0
test\Instrumentation\AddressSanitizer\lifetime-throw.ll,0
test\Instrumentation\AddressSanitizer\lifetime-uar-uas.ll,0
test\Instrumentation\AddressSanitizer\lifetime.ll,0
test\Instrumentation\AddressSanitizer\localescape.ll,0
test\Instrumentation\AddressSanitizer\local_alias.ll,0
test\Instrumentation\AddressSanitizer\local_stack_base.ll,0
test\Instrumentation\AddressSanitizer\no-globals.ll,0
test\Instrumentation\AddressSanitizer\odr-check-ignore.ll,0
test\Instrumentation\AddressSanitizer\ps4.ll,0
test\Instrumentation\AddressSanitizer\scale-offset.ll,0
test\Instrumentation\AddressSanitizer\stack-poisoning-and-lifetime-be.ll,0
test\Instrumentation\AddressSanitizer\stack-poisoning-and-lifetime.ll,0
test\Instrumentation\AddressSanitizer\stack-poisoning-byval-args.ll,0
test\Instrumentation\AddressSanitizer\stack-poisoning.ll,0
test\Instrumentation\AddressSanitizer\stack_dynamic_alloca.ll,0
test\Instrumentation\AddressSanitizer\stack_layout.ll,0
test\Instrumentation\AddressSanitizer\str-nobuiltin.ll,0
test\Instrumentation\AddressSanitizer\test64.ll,0
test\Instrumentation\AddressSanitizer\twice.ll,0
test\Instrumentation\AddressSanitizer\ubsan.ll,0
test\Instrumentation\AddressSanitizer\version-mismatch-check.ll,0
test\Instrumentation\AddressSanitizer\win-sorted-sections.ll,0
test\Instrumentation\AddressSanitizer\win-string-literal.ll,0
test\Instrumentation\AddressSanitizer\with-ifunc.ll,2
test\Instrumentation\AddressSanitizer\X86\asm_cpuid.ll,0
test\Instrumentation\AddressSanitizer\X86\asm_more_registers_than_available.ll,2
test\Instrumentation\AddressSanitizer\X86\bug_11395.ll,0
test\Instrumentation\BoundsChecking\many-trap.ll,0
test\Instrumentation\BoundsChecking\many-traps-2.ll,4
test\Instrumentation\BoundsChecking\opt.ll,0
test\Instrumentation\BoundsChecking\phi.ll,0
test\Instrumentation\BoundsChecking\simple-32.ll,0
test\Instrumentation\BoundsChecking\simple.ll,0
test\Instrumentation\DataFlowSanitizer\abilist.ll,0
test\Instrumentation\DataFlowSanitizer\args-unreachable-bb.ll,0
test\Instrumentation\DataFlowSanitizer\arith.ll,0
test\Instrumentation\DataFlowSanitizer\call.ll,0
test\Instrumentation\DataFlowSanitizer\custom_fun_callback_attributes.ll,0
test\Instrumentation\DataFlowSanitizer\custom_fun_varargs_attributes.ll,0
test\Instrumentation\DataFlowSanitizer\debug-nonzero-labels.ll,0
test\Instrumentation\DataFlowSanitizer\debug.ll,0
test\Instrumentation\DataFlowSanitizer\external_mask.ll,1
test\Instrumentation\DataFlowSanitizer\load.ll,0
test\Instrumentation\DataFlowSanitizer\memset.ll,0
test\Instrumentation\DataFlowSanitizer\prefix-rename.ll,0
test\Instrumentation\DataFlowSanitizer\shadow-args-zext.ll,0
test\Instrumentation\DataFlowSanitizer\store.ll,0
test\Instrumentation\DataFlowSanitizer\uninstrumented_local_functions.ll,0
test\Instrumentation\DataFlowSanitizer\union-large.ll,0
test\Instrumentation\DataFlowSanitizer\union.ll,0
test\Instrumentation\DataFlowSanitizer\unordered_atomic_mem_intrins.ll,3
test\Instrumentation\HWAddressSanitizer\alloca-array.ll,1
test\Instrumentation\HWAddressSanitizer\alloca-compat.ll,2
test\Instrumentation\HWAddressSanitizer\alloca-with-calls.ll,2
test\Instrumentation\HWAddressSanitizer\alloca.ll,2
test\Instrumentation\HWAddressSanitizer\atomic.ll,0
test\Instrumentation\HWAddressSanitizer\basic-compat.ll,2
test\Instrumentation\HWAddressSanitizer\basic.ll,32
test\Instrumentation\HWAddressSanitizer\dbg-declare-tag-offset.ll,0
test\Instrumentation\HWAddressSanitizer\globals.ll,0
test\Instrumentation\HWAddressSanitizer\kernel-alloca.ll,2
test\Instrumentation\HWAddressSanitizer\kernel-inline.ll,1
test\Instrumentation\HWAddressSanitizer\kernel.ll,2
test\Instrumentation\HWAddressSanitizer\landingpad.ll,0
test\Instrumentation\HWAddressSanitizer\lazy-thread-init.ll,0
test\Instrumentation\HWAddressSanitizer\mem-intrinsics.ll,0
test\Instrumentation\HWAddressSanitizer\personality.ll,0
test\Instrumentation\HWAddressSanitizer\prologue.ll,4
test\Instrumentation\HWAddressSanitizer\with-calls.ll,30
test\Instrumentation\HWAddressSanitizer\X86\atomic.ll,0
test\Instrumentation\HWAddressSanitizer\X86\basic.ll,10
test\Instrumentation\HWAddressSanitizer\X86\kernel.ll,2
test\Instrumentation\HWAddressSanitizer\X86\with-calls.ll,8
test\Instrumentation\InstrOrderFile\basic.ll,0
test\Instrumentation\InstrProfiling\always_inline.ll,0
test\Instrumentation\InstrProfiling\atomic-updates.ll,0
test\Instrumentation\InstrProfiling\comdat.ll,0
test\Instrumentation\InstrProfiling\early-exit.ll,0
test\Instrumentation\InstrProfiling\icall.ll,0
test\Instrumentation\InstrProfiling\linkage.ll,0
test\Instrumentation\InstrProfiling\no-counters.ll,0
test\Instrumentation\InstrProfiling\noruntime.ll,0
test\Instrumentation\InstrProfiling\platform.ll,0
test\Instrumentation\InstrProfiling\PR23499.ll,0
test\Instrumentation\InstrProfiling\profiling.ll,0
test\Instrumentation\InstrProfiling\X86\alloc.ll,0
test\Instrumentation\MemorySanitizer\alloca.ll,0
test\Instrumentation\MemorySanitizer\array_types.ll,0
test\Instrumentation\MemorySanitizer\atomics.ll,0
test\Instrumentation\MemorySanitizer\bmi.ll,16
test\Instrumentation\MemorySanitizer\byval-alignment.ll,0
test\Instrumentation\MemorySanitizer\check-constant-shadow.ll,0
test\Instrumentation\MemorySanitizer\check_access_address.ll,0
test\Instrumentation\MemorySanitizer\csr.ll,0
test\Instrumentation\MemorySanitizer\instrumentation-with-call-threshold.ll,0
test\Instrumentation\MemorySanitizer\manual-shadow.ll,0
test\Instrumentation\MemorySanitizer\masked-store-load.ll,0
test\Instrumentation\MemorySanitizer\missing_origin.ll,0
test\Instrumentation\MemorySanitizer\msan_asm_conservative.ll,0
test\Instrumentation\MemorySanitizer\msan_basic.ll,0
test\Instrumentation\MemorySanitizer\msan_kernel_basic.ll,0
test\Instrumentation\MemorySanitizer\msan_llvm_is_constant.ll,0
test\Instrumentation\MemorySanitizer\msan_llvm_launder_invariant.ll,0
test\Instrumentation\MemorySanitizer\msan_llvm_strip_invariant.ll,0
test\Instrumentation\MemorySanitizer\msan_x86intrinsics.ll,0
test\Instrumentation\MemorySanitizer\msan_x86_bts_asm.ll,0
test\Instrumentation\MemorySanitizer\mul_by_constant.ll,0
test\Instrumentation\MemorySanitizer\nosanitize.ll,0
test\Instrumentation\MemorySanitizer\origin-alignment.ll,0
test\Instrumentation\MemorySanitizer\origin-array.ll,0
test\Instrumentation\MemorySanitizer\pr32842.ll,0
test\Instrumentation\MemorySanitizer\return_from_main.ll,0
test\Instrumentation\MemorySanitizer\store-long-origin.ll,0
test\Instrumentation\MemorySanitizer\store-origin.ll,0
test\Instrumentation\MemorySanitizer\str-nobuiltin.ll,0
test\Instrumentation\MemorySanitizer\unreachable.ll,0
test\Instrumentation\MemorySanitizer\unsized_type.ll,0
test\Instrumentation\MemorySanitizer\vector_arith.ll,8
test\Instrumentation\MemorySanitizer\vector_cmp.ll,10
test\Instrumentation\MemorySanitizer\vector_cvt.ll,4
test\Instrumentation\MemorySanitizer\vector_pack.ll,6
test\Instrumentation\MemorySanitizer\vector_shift.ll,16
test\Instrumentation\MemorySanitizer\with-call-type-size.ll,18
test\Instrumentation\MemorySanitizer\AArch64\vararg.ll,0
test\Instrumentation\MemorySanitizer\Mips\vararg-mips64.ll,0
test\Instrumentation\MemorySanitizer\Mips\vararg-mips64el.ll,0
test\Instrumentation\MemorySanitizer\PowerPC\vararg-ppc64.ll,0
test\Instrumentation\MemorySanitizer\PowerPC\vararg-ppc64le.ll,0
test\Instrumentation\MemorySanitizer\X86\vararg-too-large.ll,0
test\Instrumentation\MemorySanitizer\X86\vararg.ll,0
test\Instrumentation\MemorySanitizer\X86\vararg_call.ll,2
test\Instrumentation\PoisonChecking\basic-flag-validation.ll,0
test\Instrumentation\PoisonChecking\ub-checks.ll,0
test\Instrumentation\SanitizerCoverage\abort-in-entry-block.ll,0
test\Instrumentation\SanitizerCoverage\backedge-pruning.ll,0
test\Instrumentation\SanitizerCoverage\chains.ll,0
test\Instrumentation\SanitizerCoverage\cmp-tracing-api-x86_32.ll,0
test\Instrumentation\SanitizerCoverage\cmp-tracing-api-x86_64.ll,0
test\Instrumentation\SanitizerCoverage\cmp-tracing.ll,0
test\Instrumentation\SanitizerCoverage\coff-comdat.ll,0
test\Instrumentation\SanitizerCoverage\coff-pc-table-inline-8bit-counters.ll,0
test\Instrumentation\SanitizerCoverage\coff-used-ctor.ll,0
test\Instrumentation\SanitizerCoverage\const-cmp-tracing.ll,0
test\Instrumentation\SanitizerCoverage\coverage-dbg.ll,0
test\Instrumentation\SanitizerCoverage\coverage.ll,0
test\Instrumentation\SanitizerCoverage\coverage2-dbg.ll,0
test\Instrumentation\SanitizerCoverage\div-tracing.ll,0
test\Instrumentation\SanitizerCoverage\gep-tracing.ll,0
test\Instrumentation\SanitizerCoverage\inline-8bit-counters.ll,0
test\Instrumentation\SanitizerCoverage\interposable-symbol-nocomdat.ll,0
test\Instrumentation\SanitizerCoverage\no-func.ll,0
test\Instrumentation\SanitizerCoverage\pc-table.ll,0
test\Instrumentation\SanitizerCoverage\postdominator_check.ll,0
test\Instrumentation\SanitizerCoverage\seh.ll,0
test\Instrumentation\SanitizerCoverage\stack-depth-variable-declared-by-user.ll,0
test\Instrumentation\SanitizerCoverage\stack-depth.ll,0
test\Instrumentation\SanitizerCoverage\switch-tracing.ll,0
test\Instrumentation\SanitizerCoverage\trace-pc-guard-comdat.ll,0
test\Instrumentation\SanitizerCoverage\trace-pc-guard-inline-8bit-counters.ll,0
test\Instrumentation\SanitizerCoverage\trace-pc-guard-nocomdat.ll,0
test\Instrumentation\SanitizerCoverage\tracing-comdat.ll,0
test\Instrumentation\SanitizerCoverage\tracing.ll,0
test\Instrumentation\SanitizerCoverage\unreachable-critedge.ll,0
test\Instrumentation\SanitizerCoverage\wineh.ll,0
test\Instrumentation\ThreadSanitizer\atomic-non-integer.ll,0
test\Instrumentation\ThreadSanitizer\atomic.ll,0
test\Instrumentation\ThreadSanitizer\capture.ll,0
test\Instrumentation\ThreadSanitizer\do-not-instrument-memory-access.ll,3
test\Instrumentation\ThreadSanitizer\eh.ll,0
test\Instrumentation\ThreadSanitizer\no_sanitize_thread.ll,0
test\Instrumentation\ThreadSanitizer\read_before_write.ll,0
test\Instrumentation\ThreadSanitizer\read_from_global.ll,0
test\Instrumentation\ThreadSanitizer\sanitize-thread-no-checking.ll,0
test\Instrumentation\ThreadSanitizer\str-nobuiltin.ll,0
test\Instrumentation\ThreadSanitizer\tsan-vs-gvn.ll,2
test\Instrumentation\ThreadSanitizer\tsan_address_space_attr.ll,0
test\Instrumentation\ThreadSanitizer\tsan_basic.ll,0
test\Instrumentation\ThreadSanitizer\unaligned.ll,20
test\Instrumentation\ThreadSanitizer\vptr_read.ll,0
test\Instrumentation\ThreadSanitizer\vptr_update.ll,0
test\Integer\2007-01-19-TruncSext.ll,0
test\Integer\basictest_bt.ll,0
test\Integer\BitPacked.ll,0
test\Integer\constexpr_bt.ll,0
test\Integer\constpointer_bt.ll,0
test\Integer\fold-fpcast_bt.ll,8
test\Integer\instructions_bt.ll,4
test\Integer\newcasts_bt.ll,0
test\Integer\packed_bt.ll,0
test\Integer\packed_struct_bt.ll,0
test\Integer\properties_bt.ll,0
test\Integer\undefined_bt.ll,2
test\Integer\unreachable_bt.ll,0
test\JitListener\multiple.ll,0
test\JitListener\simple.ll,0
test\Linker\2002-07-17-GlobalFail.ll,0
test\Linker\2002-07-17-LinkTest2.ll,0
test\Linker\2002-08-20-ConstantExpr.ll,1
test\Linker\2003-01-30-LinkerRename.ll,0
test\Linker\2003-01-30-LinkerTypeRename.ll,0
test\Linker\2003-04-23-LinkOnceLost.ll,0
test\Linker\2003-04-26-NullPtrLinkProblem.ll,1
test\Linker\2003-05-15-TypeProblem.ll,0
test\Linker\2003-05-31-LinkerRename.ll,2
test\Linker\2003-06-02-TypeResolveProblem.ll,0
test\Linker\2003-06-02-TypeResolveProblem2.ll,0
test\Linker\2003-08-20-OpaqueTypeResolve.ll,0
test\Linker\2003-08-23-GlobalVarLinking.ll,0
test\Linker\2003-08-23-RecursiveOpaqueTypeResolve.ll,0
test\Linker\2003-08-24-InheritPtrSize.ll,0
test\Linker\2003-08-28-TypeResolvesGlobal.ll,0
test\Linker\2003-08-28-TypeResolvesGlobal2.ll,0
test\Linker\2003-08-28-TypeResolvesGlobal3.ll,0
test\Linker\2003-10-27-LinkOncePromote.ll,0
test\Linker\2003-11-18-TypeResolution.ll,0
test\Linker\2004-02-17-WeakStrongLinkage.ll,0
test\Linker\2004-05-07-TypeResolution1.ll,0
test\Linker\2004-05-07-TypeResolution2.ll,0
test\Linker\2004-12-03-DisagreeingType.ll,0
test\Linker\2005-02-12-ConstantGlobals-2.ll,0
test\Linker\2005-02-12-ConstantGlobals.ll,0
test\Linker\2005-12-06-AppendingZeroLengthArrays.ll,0
test\Linker\2006-01-19-ConstantPacked.ll,0
test\Linker\2008-03-05-AliasReference.ll,0
test\Linker\2008-03-05-AliasReference2.ll,0
test\Linker\2008-03-07-DroppedSection_a.ll,0
test\Linker\2008-03-07-DroppedSection_b.ll,0
test\Linker\2008-06-13-LinkOnceRedefinition.ll,0
test\Linker\2008-06-26-AddressSpace.ll,0
test\Linker\2008-07-06-AliasFnDecl.ll,0
test\Linker\2008-07-06-AliasFnDecl2.ll,0
test\Linker\2008-07-06-AliasWeakDest.ll,0
test\Linker\2008-07-06-AliasWeakDest2.ll,0
test\Linker\2009-09-03-mdnode.ll,0
test\Linker\2009-09-03-mdnode2.ll,0
test\Linker\2011-08-04-DebugLoc.ll,0
test\Linker\2011-08-04-DebugLoc2.ll,0
test\Linker\2011-08-04-Metadata.ll,0
test\Linker\2011-08-04-Metadata2.ll,0
test\Linker\2011-08-18-unique-class-type.ll,0
test\Linker\2011-08-18-unique-class-type2.ll,0
test\Linker\2011-08-18-unique-debug-type.ll,0
test\Linker\2011-08-18-unique-debug-type2.ll,0
test\Linker\alias-2.ll,0
test\Linker\alias-3.ll,0
test\Linker\alias.ll,0
test\Linker\alignment.ll,0
test\Linker\AppendingLinkage.ll,0
test\Linker\AppendingLinkage2.ll,0
test\Linker\apple-version.ll,0
test\Linker\available_externally_a.ll,0
test\Linker\available_externally_b.ll,0
test\Linker\available_externally_over_decl.ll,0
test\Linker\basiclink.ll,0
test\Linker\broken.ll,0
test\Linker\byval-types.ll,0
test\Linker\comdat-rm-dst.ll,0
test\Linker\comdat.ll,0
test\Linker\comdat10.ll,0
test\Linker\comdat11.ll,0
test\Linker\comdat12.ll,0
test\Linker\comdat13.ll,0
test\Linker\comdat14.ll,0
test\Linker\comdat15.ll,0
test\Linker\comdat16.ll,0
test\Linker\comdat2.ll,0
test\Linker\comdat4.ll,0
test\Linker\comdat5.ll,0
test\Linker\comdat6.ll,0
test\Linker\comdat7.ll,0
test\Linker\comdat8.ll,0
test\Linker\comdat9.ll,0
test\Linker\comdat_group.ll,0
test\Linker\commandline.ll,0
test\Linker\ConstantGlobals.ll,0
test\Linker\constructor-comdat.ll,0
test\Linker\ctors.ll,0
test\Linker\ctors2.ll,0
test\Linker\ctors3.ll,0
test\Linker\ctors4.ll,0
test\Linker\datalayout.ll,0
test\Linker\DbgDeclare.ll,3
test\Linker\DbgDeclare2.ll,1
test\Linker\debug-info-global-var.ll,0
test\Linker\debug-info-version-a.ll,0
test\Linker\debug-info-version-b.ll,0
test\Linker\dicompositetype-unique.ll,0
test\Linker\distinct-cycles.ll,0
test\Linker\distinct.ll,0
test\Linker\dllstorage-a.ll,0
test\Linker\dllstorage-b.ll,0
test\Linker\drop-debug.ll,0
test\Linker\func-attrs-a.ll,0
test\Linker\func-attrs-b.ll,0
test\Linker\funcimport.ll,0
test\Linker\funcimport2.ll,0
test\Linker\funcimport_appending_global.ll,0
test\Linker\funcimport_comdat.ll,0
test\Linker\ident.ll,0
test\Linker\inlineasm.ll,0
test\Linker\internalize-lazy.ll,0
test\Linker\link-arm-and-thumb-module-inline-asm.ll,0
test\Linker\link-arm-and-thumb.ll,0
test\Linker\link-flags.ll,0
test\Linker\link-global-to-func.ll,1
test\Linker\link-type-names.ll,0
test\Linker\linkage.ll,0
test\Linker\linkage2.ll,8
test\Linker\linkmdnode.ll,0
test\Linker\linkmdnode2.ll,1
test\Linker\linknamedmdnode.ll,0
test\Linker\linknamedmdnode2.ll,0
test\Linker\LinkOnce.ll,0
test\Linker\lto-attributes.ll,0
test\Linker\mdlocation.ll,0
test\Linker\metadata-a.ll,0
test\Linker\metadata-attach.ll,0
test\Linker\metadata-b.ll,0
test\Linker\metadata-function.ll,0
test\Linker\metadata-global.ll,0
test\Linker\metadata-mismatch.test,0
test\Linker\metadata-source.ll,0
test\Linker\metadata-with-global-value-operand.ll,0
test\Linker\module-flags-1-a.ll,0
test\Linker\module-flags-1-b.ll,0
test\Linker\module-flags-2-a.ll,0
test\Linker\module-flags-2-b.ll,0
test\Linker\module-flags-3-a.ll,0
test\Linker\module-flags-3-b.ll,0
test\Linker\module-flags-4-a.ll,0
test\Linker\module-flags-4-b.ll,0
test\Linker\module-flags-5-a.ll,0
test\Linker\module-flags-5-b.ll,0
test\Linker\module-flags-6-a.ll,0
test\Linker\module-flags-6-b.ll,0
test\Linker\module-flags-7-a.ll,0
test\Linker\module-flags-7-b.ll,0
test\Linker\module-flags-8-a.ll,0
test\Linker\module-flags-8-b.ll,0
test\Linker\module-flags-dont-change-others.ll,0
test\Linker\module-flags-pic-1-a.ll,0
test\Linker\module-flags-pic-2-a.ll,0
test\Linker\multiple-merged-structs.ll,0
test\Linker\null_mapping_constant.ll,0
test\Linker\objectivec-class-property-flag-mismatch.ll,0
test\Linker\odr-lambda-1.ll,0
test\Linker\odr.ll,0
test\Linker\only-needed-compiler-used.ll,0
test\Linker\only-needed-ctors1.ll,0
test\Linker\only-needed-ctors2.ll,0
test\Linker\only-needed-debug-metadata.ll,0
test\Linker\only-needed-dtors1.ll,0
test\Linker\only-needed-dtors2.ll,0
test\Linker\only-needed-named-metadata.ll,0
test\Linker\only-needed-recurse.ll,0
test\Linker\only-needed-used.ll,0
test\Linker\opaque.ll,0
test\Linker\override-different-linkage.ll,0
test\Linker\override-with-internal-linkage-2.ll,0
test\Linker\override-with-internal-linkage.ll,0
test\Linker\override.ll,0
test\Linker\partial-type-refinement-link.ll,0
test\Linker\partial-type-refinement.ll,0
test\Linker\pr21374.ll,0
test\Linker\pr21494.ll,0
test\Linker\pr22807.ll,0
test\Linker\pr26037.ll,0
test\Linker\pr27044.ll,0
test\Linker\PR8300.ll,0
test\Linker\prologuedata.ll,0
test\Linker\redefinition.ll,0
test\Linker\replaced-function-matches-first-subprogram.ll,0
test\Linker\subprogram-linkonce-weak.ll,0
test\Linker\syncscopes.ll,0
test\Linker\targettriple.ll,0
test\Linker\testlink.ll,3
test\Linker\thinlto_funcimport_debug.ll,0
test\Linker\transitive-lazy-link.ll,0
test\Linker\type-unique-alias.ll,0
test\Linker\type-unique-dst-types.ll,0
test\Linker\type-unique-inheritance.ll,0
test\Linker\type-unique-name.ll,0
test\Linker\type-unique-odr-a.ll,0
test\Linker\type-unique-odr-b.ll,0
test\Linker\type-unique-opaque.ll,0
test\Linker\type-unique-simple-a.ll,0
test\Linker\type-unique-simple-b.ll,0
test\Linker\type-unique-simple2-a.ll,0
test\Linker\type-unique-simple2-b.ll,0
test\Linker\type-unique-simple2.ll,0
test\Linker\type-unique-src-type.ll,0
test\Linker\type-unique-type-array-a.ll,0
test\Linker\type-unique-type-array-b.ll,0
test\Linker\type-unique-unrelated.ll,0
test\Linker\unique-fwd-decl-a.ll,0
test\Linker\unique-fwd-decl-order.ll,0
test\Linker\uniqued-distinct-cycles.ll,0
test\Linker\unnamed-addr-err-a.ll,0
test\Linker\unnamed-addr-err-b.ll,0
test\Linker\unnamed-addr1-a.ll,0
test\Linker\unnamed-addr1-b.ll,0
test\Linker\visibility.ll,0
test\Linker\weakextern.ll,0
test\Linker\wrong-addrspace-gv-declaration.ll,0
test\Linker\Inputs\2003-01-30-LinkerRename.ll,0
test\Linker\Inputs\2003-05-31-LinkerRename.ll,0
test\Linker\Inputs\alias-2.ll,0
test\Linker\Inputs\alias.ll,0
test\Linker\Inputs\alignment.ll,0
test\Linker\Inputs\available_externally_over_decl.ll,0
test\Linker\Inputs\basiclink.a.ll,0
test\Linker\Inputs\basiclink.b.ll,0
test\Linker\Inputs\byval-types-1.ll,0
test\Linker\Inputs\comdat-rm-dst.ll,0
test\Linker\Inputs\comdat.ll,0
test\Linker\Inputs\comdat11.ll,0
test\Linker\Inputs\comdat13.ll,0
test\Linker\Inputs\comdat14.ll,0
test\Linker\Inputs\comdat15.ll,0
test\Linker\Inputs\comdat16.ll,0
test\Linker\Inputs\comdat2.ll,0
test\Linker\Inputs\comdat3.ll,0
test\Linker\Inputs\comdat4.ll,0
test\Linker\Inputs\comdat5.ll,0
test\Linker\Inputs\comdat8.ll,0
test\Linker\Inputs\commandline.a.ll,0
test\Linker\Inputs\commandline.b.ll,0
test\Linker\Inputs\ConstantGlobals.ll,0
test\Linker\Inputs\constructor-comdat.ll,0
test\Linker\Inputs\ctors.ll,0
test\Linker\Inputs\ctors2.ll,0
test\Linker\Inputs\ctors3.ll,0
test\Linker\Inputs\datalayout-a.ll,0
test\Linker\Inputs\datalayout-b.ll,0
test\Linker\Inputs\dicompositetype-unique.ll,0
test\Linker\Inputs\distinct.ll,0
test\Linker\Inputs\funcimport.ll,0
test\Linker\Inputs\funcimport2.ll,0
test\Linker\Inputs\funcimport_appending_global.ll,0
test\Linker\Inputs\funcimport_comdat.ll,0
test\Linker\Inputs\ident.a.ll,0
test\Linker\Inputs\ident.b.ll,0
test\Linker\Inputs\internalize-lazy.ll,0
test\Linker\Inputs\linkage.a.ll,0
test\Linker\Inputs\linkage.b.ll,0
test\Linker\Inputs\linkage.c.ll,0
test\Linker\Inputs\linkage.d.ll,0
test\Linker\Inputs\linkage2.ll,4
test\Linker\Inputs\mdlocation.ll,0
test\Linker\Inputs\metadata-attach.ll,0
test\Linker\Inputs\metadata-function.ll,0
test\Linker\Inputs\metadata-mismatch-a.ll,0
test\Linker\Inputs\metadata-mismatch-b.ll,0
test\Linker\Inputs\metadata-source-a.ll,0
test\Linker\Inputs\metadata-source-b.ll,0
test\Linker\Inputs\metadata-with-global-value-operand.ll,0
test\Linker\Inputs\module-flags-dont-change-others.ll,0
test\Linker\Inputs\module-flags-pic-1-b.ll,0
test\Linker\Inputs\module-flags-pic-2-b.ll,0
test\Linker\Inputs\objectivec-class-property-flag-mismatch.ll,0
test\Linker\Inputs\odr-lambda-2.ll,0
test\Linker\Inputs\odr.ll,0
test\Linker\Inputs\only-needed-compiler-used.ll,0
test\Linker\Inputs\only-needed-ctors.ll,0
test\Linker\Inputs\only-needed-debug-metadata.ll,0
test\Linker\Inputs\only-needed-dtors.ll,0
test\Linker\Inputs\only-needed-named-metadata.ll,0
test\Linker\Inputs\only-needed-recurse.ll,0
test\Linker\Inputs\only-needed-used.ll,0
test\Linker\Inputs\opaque.ll,0
test\Linker\Inputs\override-different-linkage.ll,0
test\Linker\Inputs\override-with-internal-linkage-2.ll,0
test\Linker\Inputs\override-with-internal-linkage.ll,0
test\Linker\Inputs\override.ll,0
test\Linker\Inputs\PR11464.a.ll,0
test\Linker\Inputs\PR11464.b.ll,0
test\Linker\Inputs\pr21374.ll,0
test\Linker\Inputs\pr22807-1.ll,0
test\Linker\Inputs\pr22807-2.ll,0
test\Linker\Inputs\pr26037.ll,0
test\Linker\Inputs\pr27044.ll,0
test\Linker\Inputs\PR8300.a.ll,0
test\Linker\Inputs\PR8300.b.ll,0
test\Linker\Inputs\redefinition.ll,0
test\Linker\Inputs\replaced-function-matches-first-subprogram.ll,0
test\Linker\Inputs\subprogram-linkonce-weak.ll,0
test\Linker\Inputs\syncscope-1.ll,0
test\Linker\Inputs\syncscope-2.ll,0
test\Linker\Inputs\targettriple-a.ll,0
test\Linker\Inputs\targettriple-b.ll,0
test\Linker\Inputs\targettriple-c.ll,0
test\Linker\Inputs\testlink.ll,3
test\Linker\Inputs\thinlto_funcimport_debug.ll,0
test\Linker\Inputs\thumb-module-inline-asm.ll,0
test\Linker\Inputs\thumb.ll,0
test\Linker\Inputs\type-unique-alias.ll,0
test\Linker\Inputs\type-unique-dst-types2.ll,0
test\Linker\Inputs\type-unique-dst-types3.ll,0
test\Linker\Inputs\type-unique-inheritance-a.ll,0
test\Linker\Inputs\type-unique-inheritance-b.ll,0
test\Linker\Inputs\type-unique-name.ll,0
test\Linker\Inputs\type-unique-opaque.ll,0
test\Linker\Inputs\type-unique-simple2-a.ll,0
test\Linker\Inputs\type-unique-simple2-b.ll,0
test\Linker\Inputs\type-unique-unrelated2.ll,0
test\Linker\Inputs\type-unique-unrelated3.ll,0
